welfare_id,welfare_service_name,welfare_dept_name,welfare_target_detail,welfare_crit,welfare_service_content,welfare_howto,welfare_contact,welfare_phone,welfare_site_name,welfare_site_link,welfare_purpose,welfare_family,welfare_target,welfare_life
WLF00003281,국가보훈대상자 취업능력개발지원,국가보훈처 생활안정과,"신청대상 
 
 당해 채용(자격)시험 응시요건을 갖춘 취업지원 대상자 
 (고교졸업예정자) 최종학년 하계방학 기간부터 수강한 경우 지원가능 
* (지원과정) 인적성, 면접 및 NCS, 공무원 및 공기업 채용시험 과정 
 (만60세 이상 64세이하) 공공기관 채용시험, 어학, 정보화 자격 취득과정은 제외(단 워드프로세서 및 컴퓨터활용능력 12급은 가능) 
 
 
지원 제외대상 
 
 제대군인 
 제대군인과 경합자로서 직업교육훈련 바우처 지원대상자 
* 단, 본인이 제대군인과 국가유공자 자격 중복인 경우에는 지원대상 
 법정취업자, 보훈특별고용통지서가 발급된 자, 가점 또는 일반직공무원등 특별채용 합격자로 결정된 자 
* 법정취업 이전에 수강한 과목 또는 수강 중에 법정 취업한 경우는 수강 종료 후 1년 이내 수강료 지원 신청을 할 수 있음 
 만 65세 이상자(비용지원 신청일 기준) 
* 경비신임교육(일반,특수)과정, 공인중개사과정은 연령제한 없음 
 18세 미만자로서 초ㆍ중ㆍ고등학교(2학년 이하) 재학생 
 
 
지급제한 
 
 (부정수급) 수강 명의 대여, 수강료 부정수취 등 위법사항 발견 시 기지급된 수강료의 전액환수 및 향후 취업수강료 지원대상에서 제외 
 (중복수혜) 우리처 및 고용노동부 등 타부처(지자체 포함)로부터 같은 수강기간 동안 동일과정 또는 타과정을 수강하고 비용을 지급받은 경우 지급제외 
* 기타 자세한 내용은 국가보훈처 취업정보시스템(https://job.mpva.go.kr) 또는 관할 보훈(지)청에 문의 바랍니다.","수강료 신청 및 지급
○ 신청기간은 수강등록일부터 수강종료 후 12개월까지이며 수강료 미납자는 신청이 불가합니다.
  * 수강사실(수강등록증 등), 수강료 납부사실(영수증 등) 확인이 가능한 경우 신청 가능함
○ 지급시기는해당과정(과목)의 '수강진도율 70퍼센트 이상' 이수한 때 지급합니다.
○ 지급율은본인의 실부담(교재비 미포함) 수강료의 70퍼센트를 지원합니다.
  * 경비신임교육(일반,특수)과정은 수강료의 100퍼센트 지원
","어떤 혜택을 받을 수 있나요? 
 
 
 
 
지원대상 과정(과목) 
 
○ 6급 이하 공무원*(공직적격성평가 포함), 교사임용, 공기업 채용시험 
  *국가공무원법 제2조 및 지방공무원법 제2조에 따른 공무원 중 국가유공자법 시행령 제48조(채용시험의 가점대상 계급 등)가 적용되는 계급 및 직급에 해당하는 공무원 채용시험 
 - 6급이하 공무원 또는 공기업 시험과목이라도 5급(상당) 공무원 시험을 위한 과정(목)을 수강하거나, 5급(상당)이상 경력을 자격요건으로 특정한 과정일 경우에는 지원불가 
 - 5급(상당) 공무원 시험과정(목) 중 6급이하 공무원 또는 공기업 시험을 위한 과정(목)을 수강한 경우에는 지원가능 
○정보화자격증 취득시험(구 공무원임용시험령 제31조제1항* 관련 별표 10에 의한 자격증) 및 계리직 특별채용** 관련 자격증 취득시험 
   * 통신,정보처리분야 : 정보관리기술사, 컴퓨터시스템응용기술사, 정보처리기사, 전자계산기조직응용기사, 사무자동화산업기사, 정보처리산업기사, 전자계산기제어산업기사, 정보기기운용기능사, 정보처리기능사 / 사무관리분야 : 컴퓨터활용능력 1,2급, 워드프로세서 
   ** 자산관리사, 전자계산기기능사, 전산회계운용사 
○ 어학과정(회화 과정은 미지원) 
 - 한국어 : 한국어능력검정시험 
 - 영 어 : TOEFL, TOEIC, TEPS, G-TELP, OPIC 
 - 중국어 : BCT, HSK, CPT, TSC 
 - 일본어 : JLPT, JPT, SJPT  
 - FLEX(영어, 중국어, 일본어, 프랑스어, 러시아어, 스페인어, 독일어) 
 - 기타 취업에 필요한 공인 외국어 시험 
○ 간호조무사, 한국사능력검정시험, 인‧적성 및 면접시험, NCS(국가직무능력표준), 경비신임교육(일반,특수), 공인중개사(상이자와 유가족인 배우자 한정) 
    (상이자범위) 1~7급 판정자, 5ㆍ18민주화운동부상자, 장애등급 판정 고엽제후유의증환자, (유가족인 배우자 범위) 상이자, 전몰, 순직, 지원순직, 재해사망, 4.19사망자, 5.18사망자행불자, 특수임수사망자행불자의 배우자 
○1종 대형 운전면허 취득과정(운전직종 취업을 희망하는 유공자 본인 한정) 
○국가기술자격 등 취득과정(상이자와 유가족인 배우자3) 한정) 
 - (기술자격) 전자기기, 공조냉동기계, 에너지관리, 건설안전, 산업안전, 전기, 가스, 품질경영, 텔레마케팅, 조리, 이미용, 지게차굴삭기운전, 화훼장식 
 - (전문자격) 행정사, 주택관리사, 감정평가사, 요양보호사, 공인노무사, 유통관리사, 품질관리사, 공인재무분석사, 경비지도사(일반,기계) 
 - (기타자격) 무인초경량비행장치 조종사 
   *(대상) 무인비행기, 무인멀티콥터(드론), 무인헬리콥터, 무인비행선 
 
지원기준 및 지원한도액 
 
 당해연도 편성예산 범위 내에서 지원가능하며 연중에 마감될 수 있음 
○ (지원기간) 제한 없음 
○ 1인당 지원한도액(연간 지원한도액) 
 - 유공자 본인: 총 300만원(연간 100만원), 유‧가족: 총 150만원(연간 50만원) 
 - 단, 취업지원대상자 본인이 제대군인과 국가유공자 자격 중복으로 직업능력개발교육비(舊, 직업교육훈련 바우처, 중장기복무자) 지원을 받은 경우: 총 150만원*(연간 100만원) 
  *취업수강료 본인 지원한도액과 제대군인 직업능력개발교육비의 차액 
  ※ (적용대상) 비용지원 신청일 기준 지원연령만64세이하에 해당하고 지침적용일(21.5.1) 이후에 지원과정을 수강한 경우 
  ※ 국가유공자 지정 이후 직업능력개발교육비 지원이 종료된 경우 수강료 지원가능","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",국가보훈처 상담센터,1577-0606,국가보훈처 상담센터,www.mpva.go.kr,9,보훈대상자,5,6
WLF00003283,아동통합서비스지원(드림스타트사업),보건복지부 아동권리과,"지원대상 


0세(임산부)이상 만 12세(초등학생 이하) 취약계층 아동 및 가족이 대상입니다.

만 13세 이상의 초등학교 재학 아동 포함
수급자 및 차상위계층 가정, 보호대상한부모가정(조손가정 포함), 학대 및 성폭력피해아동 등에 대한 우선지원 원칙","


사업지역에 거주하는 해당 연령 아동과 그 가족, 임산부(0세)를 대상으로 아동 양육환경 및 발달 상태에 대한 사정을 통해 개입이 필요한 아동을 서비스 대상 아동으로 선정합니다.

만 13세 이상 아동 중 초등학교 재학 아동 포함, 수급자 및 차상위 계층 가정, 보호대상 한부모 가정(조손가정 포함), 학대 및 성폭행 피해 아동 등에 대한 우선지원 원칙
※ 아동에 대해 정기적인 사정을 실시하여 대상자 재선정






","가정 방문을 통해 서비스 대상 아동을 발굴하여 통합적으로 사례를 관리하는 기본 서비스를 지원합니다.
아동발달 영역별(신체/건강, 인지/언어, 정서/행동, 부모의 양육) 목표를 달성하기 위해 모든 드림스타트 사례관리 대상자에게 아래와 같은 필수 서비스를 제공합니다.

아동: 건강검진(성장발달 스크리닝 포함), 예방접종, 영양 교육, 응급처치 교육, 아동권리 교육, 인터넷 중독 예방 교육, 소방 및 안전 교육, 학대 및 (성)폭력 예방 교육(총 8종)
임산부: 산전 및 산후 검진, 예비부모 교육(총 2종)
부모: 자녀발달 및 양육 교육(총 1종)


사정 결과에 따라 대상자별로 지원하는 맞춤형 서비스를 지원합니다.
물품 지원 및 후원자 연계 등의 기타 서비스를 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부,129,보건복지부,http://www.mohw.go.kr,9,저소득,5,"아동, 청소년, 영유아"
WLF00004651,직업능력개발운영(훈련수당),고용노동부,15세 이상 장애인 중 직업능력개발훈련을 희망하거나 필요로 하는 자를 지원합니다.,"


한국장애인고용공단 직업능력개발원의 훈련생으로 정규훈련또는 1개월 이상이고 계획된 훈련시간인 120시간 이상인 맞춤훈련과정훈련생을 지원합니다.

정규훈련: 장애인에게 해당 산업의 주요 직무에 필요한 교과 과정을 편성하여 실시하는 직업능력개발훈련
맞춤훈련 과정 : 기업의 실제 훈련수요에 맞게 학생을 모집하고, 공단 직업능력훈련기관과 사업주 또는 사업주단체가 훈련직종, 훈련수준, 훈련방법 등에 관한 사항에 대하여 약정을 체결하여 훈련을 실시하고, 약정업체가 수료생을 우선 채용하는 훈련


한국장애인고용공단에서 지원하는 공공(폴리텍)민간훈련기관의 훈련생을 지원합니다.

실업급여 수급자 및 다른 법령에 의하여 훈련수당, 훈련장려금을 지원받고있는자는 지원하지 않습니다.






","공단 직업능력개발훈련기관 훈련생 및 민간훈련기관 훈련생에게 다음과 같이 훈련수당을 지급합니다.

훈련참여수당: 월 20만원(또는 취업성공패키지 연계 대상의 경우, 월 28만4,000원)
교통비: 월 5만원(기숙사에서 생활하지 않는 훈련생)
식비: 월 6만6,000원(통학생 중 식이조절 등으로 개별 도시락을 지참하는 훈련생, 민간훈련기관의 경우 1일 5시간 이상, 월평균 100시간 이상인 훈련생)


실업급여 수급자, 타 법령에 의해 훈련수당을 지원받고 있는 훈련생, 월 출석률이 80% 미만인 훈련생에게는 훈련수당을 지급하지 않습니다.","거주지 읍/면/동 주민센터, 한국장애인고용공단에서 ‘서비스 신청’",한국장애인고용공단,1588-1519,한국장애인고용공단,http://www.kead.or.kr,9,장애인,5,"청소년, 청년, 노년, 중장년"
WLF00004654,장애인인턴제,고용노동부 장애인고용과,"중증장애인과 장년장애인을 대상으로 합니다. 
 
중증장애: 뇌병변, 정신, 심장, 신장, 언어, 호흡기, 뇌전증, 자폐성, 시각, 척수손상 또는 근육병증으로 운동기능 장애가 있는 지체장애 
장년장애인: 만 50세 이상 장년층 장애인"," 
 
 
 
지원대상을 참고해주시기 바랍니다. 
 
",장애인 인턴제를 참여하는 사업체에 지급합니다.,1588-1519,한국장애인고용공단,1588-1519,한국장애인고용공단,http://www.kead.or.kr,9,장애인,5,6
WLF00004655,장애인취업성공패키지,고용노동부 장애인고용과,"각 유형별로 아래와 같은 대상자에게 지원합니다. 

Ⅰ유형 참여자: 취업을 희망하는 만 18세 이상69세 이하 장애인  * 69세를 초과하더라도 상담 및 평가를 통해 취업의욕 및 역량이 높을 경우에는 참여여부 판단
Ⅱ유형 참여자: 만 18세 이상69세 이하 중위소득 50%이하의 저소득층 장애인
 * 중위소득 50%이하의 저소득층 여부는 기초생활수급자(생계, 주거, 의료, 교육) 혹은 차상위 계층여부 등으로 확인할 수 있음","



Ⅰ유형과 Ⅱ유형의 참여대상자에 대한 공통 기준은 다음과 같습니다. 

「장애인복지법 시행령 」제2조에 따른 장애인 기준에 해당하는 자
「국가유공자 등 예우 및 지원에 관한 법률 시행령 」 제14조 제3항에 따른 상이등급 기준에 해당하는 자
장애인과 중증장애인의 기준은 장애인고용촉진 및 직업재활법 시행령 제 3조와 제4조에 따름 ※ 참여일 기준으로 장애등록사항과 국가유공자 상이등급 유지여부를 반드시 확인

Ⅱ유형의 경우, 저소득층 여부를 확인합니다.

","국민취업지원제도* 도입 및 저소득층 장애인의 증가에 대응하기 위해 저소득층 대상 유형을 확대하여 취약계층의 취업성과를 도모합니다.
* 기존의 고용안전망 혜택을 보지 못하는 저소득층, 영세 자영업자 등을 대상으로 하는 취업지원서비스와 생계지원을 위한 지원제도로 2021.1월 시행

장애인 취업성공패키지 참여 및 단계유형에 따라 참여수당을 지급합니다.* 상세내용은 리플렛과 참여자 수첩 참고",1588-1519,한국장애인고용공단,1588-1519,한국장애인고용공단,http://www.kead.or.kr,9,장애인,5,6
WLF00000024,아이돌봄 서비스,여성가족부 가족문화과,"정부 지원 대상은 아동의 연령이 만 12세 이하, 부모의 취업 등으로 양육공백이 발생, 가구 기준중위소득 150% 이하 인 가정을 대상으로 합니다.
가구 소득에 따라 서비스 유형별 정부 지원의 범위가 달라지며 소득 기준을 초과하는 경우에도 자부담하여 서비스를 이용할 수 있습니다. 
 * 보육료, 유아학비, 가정 양육수당과 중복지원하지 않습니다.","



아동의 연령기준은 서비스 유형에 따라 다릅니다. 

시간제 서비스: 생후 3개월~만 12세 이하의 아동
영아종일제 서비스: 생후 3개월~만 36개월 이하의 영아

양육공백 가정 기준 및 우선순위는 아래와 같습니다.(단, 부모 모두 비취업상태로 가정에서 아동을 양육하는 경우는 아이돌봄서비스 지원대상에서 제외) 

맞벌이 가정, 취업 한부모가정
 장애부모 가정(가정에서 아동을 양육하는 아버지 또는 어머니가 장애인인 경우)
 다자녀가정
  - 만 12세 이하 아동이 3명 이상
  -만 36개월 이하 1명 이상을 포함하여 만 12세 이하아동이 2명 이상  - 장애정도가 심한(중증) 장애아를 포함하여 아동이 2명 이상일 경우 비장애아를 돌봄
 기타 양육부담 가정
  - 아버지 또는 어머니가 입증 가능한 장기입원 등의 질병을 앓고 있는 경우
  - 아버지 또는 어머니가 학교에 재학 중이거나 취업준비 중(입증 가능해야 함)인 경우  - 어머니의 출산으로 출생 아동의 형제ㆍ자매를 돌볼 수 없을 경우

소득기준의 경우 기준 중위소득 150% 이하의 가정을 대상으로 하며 소득수준에 따라 차등 지원합니다. 
 ※ 한부모가정, 장애부모가정, 장애아동가정, 청소년부모 가정은 '가형(기준 중위소득 75%이하)'의 경우 추가 지원함
 

가구 소득은 건강보험료 본인부담금 고지액을 기준으로 산정하며 건강보험 미가입 사업장에 취업한 사람의 소득은 별도로 파악합니다.
가구원의 범위는 세대별 주민등록표에 기재된 자로서 생계와 주거를 같이 하는 아동의 2촌 이내의 가족, 직계존비속 및 배우자를 말합니다.
소득합산 대상자의 범위는 가구원의 범위와 동일합니다.
아버지 또는 어머니가 아동과 주민등록상 거주지가 다르고 생계와 주거를 같이 하지 않는 경우에도 소득은 합산하며 가구원 수에 포함합니다.
부부가 이혼한 경우에는 아동의 기본증명서 상의 친권자이거나 실거주를 함께하는 아버지 또는 어머니의 소득만 산정하고 가구원 수에 포함합니다.


","취업 부모 등의 만 12세 이하 자녀에 대해, 아이돌보미가 대상자의 집으로 찾아가 돌봄서비스를 제공합니다. 

시간제 아이돌봄: 부모가 올 때까지 임시보육, 놀이 활동, 보육시설 및 초등학교 등하원(교) 동행, 준비된 식사와 간식 챙겨주기 등의 서비스 제공 ※ 영아를 대상으로 시간제 돌봄 시, 영아 종일제 아이돌봄 업무 병행
영아 종일제 아이돌봄: 이유식 먹이기, 젖병 소독, 기저귀 갈기, 목욕 등의 서비스 지원


2022년 아이돌봄 서비스의 1시간 당정부지원금은 아래와같습니다.
* A형: '15.1.1. 이후 출생 아동 /B형: '14.12.31. 이전 출생 아동 

일반가정 시간제 아이돌봄
가형(기준 중위소득 75% 이하): A형 8,968원, B형 7,913원 지원
나형(기준 중위소득 120% 이하) : A형 6,330원 지원, B형 2,110원 지원다형(기준 중위소득 150% 이하) : A형 1,583원 지원, B형 1,583원 지원
한부모, 장애부모, 장애아동, 청소년부모 시간제 아이돌봄
가형(기준 중위소득 75% 이하): A형 9,495원, B형 8,440 지원
나형(기준 중위소득 120% 이하) : A형 6,330원 지원, B형 2,110원 지원다형(기준 중위소득 150% 이하) : A형 1,583원 지원, B형 1,583원 지원
일반가정 영아종일제
가형(기준 중위소득 75% 이하): 8,968원 지원
나형(기준 중위소득 120% 이하) : 6,330원 지원다형(기준 중위소득 150% 이하) : 1,583원 지원
한부모, 장애부모, 장애아동, 청소년부모 영아종일제
가형(기준 중위소득 75% 이하): 9,495원 지원
나형(기준 중위소득 120% 이하) : 6,330원 지원다형(기준 중위소득 150% 이하) : 1,583원 지원","거주지 읍/면/동 주민센터, 읍면동 주민센터  또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’",아이돌봄 지원사업,1577-2514,아이돌봄 지원사업,https://idolbom.go.kr/,9,12,5,"아동, 청소년, 영유아"
WLF00000028,공동육아나눔터 운영,여성가족부 가족정책과,취학 전후의 아동 및 부모에게 지원합니다.,"
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","안전하고 쾌적한 자녀 돌봄 활동 장소를 제공합니다.
공동육아나눔터에서 장난감 및 도서를 이용하거나 대여할 수 있도록 지원합니다.
부모들 간 자녀양육에 대한 경험 및 정보 교류의 기회를 제공합니다.
주민들은 이웃 간 자녀돌봄 품앗이 활동에 참여할 수 있습니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",공동육아나눔터,1577-9337,공동육아나눔터,,9,12,5,"영유아, 청소년"
WLF00000030,육아종합지원서비스 제공,보건복지부 보육정책과,중앙(1개소)과 지방육아종합지원센터(18개소)를 지원합니다.,"
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","시설보육 및 가정양육 상담, 일시 보육 서비스, 장난감 대여, 도서 대여, 교재 및 교구 대여, 놀이공간 제공 등 One-stop 육아지원 서비스를 위하여 중앙 및 지방 육아종합지원센터의 운영비를 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",,,,,9,12,5,영유아
WLF00000031,노후준비서비스,보건복지부 국민연금정책과,일반 국민 모두가 해당합니다.," 
 
 
 
대상자를 참고해주시기 바랍니다. 
 
","노후준비에 필요한 재무건강여가대인관계 등의 분야에 대한 종합적인 노후준비 진단, 상담, 교육, 관계기관 연계, 사후관리 서비스를 제공합니다, 
노후준비서비스 제공절차는 다음과 같습니다. 
 
진단서비스 ▶ 상담서비스 ▶ 관계기관 연계서비스 ▶ 사후관리서비스","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",국민연금공단,1355,국민연금공단,http://www.nps.or.kr,9,12,5,"청년, 청소년, 중장년, 노년"
WLF00000032,실종아동 등 보호 및 지원,보건복지부,"지원대상


가족을 잃어버린 실종아동(실종당시 18세 미만 아동), 실종장애인(지적/자폐성/정신) 본인과 그 가족, 치매환자를 지원합니다. 
실종아동을 신고(국번없이 182, 경찰청) 후 연계하여 지원합니다.","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","어떤 혜택을 받을 수 있나요?




지원내용


실종아동전문기관 1곳을 통해서 실종이나 유괴를 예방할 수 있는 방문교육을 실시합니다.

시설보호아동 등의 신상카드 접수 및 열람을 돕습니다.
기타 실종가족지원 등의 서비스를 제공합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",실종아동전문기관,02-777-0182,실종아동전문기관,www.missingchild.or.kr,9,12,5,청소년
WLF00000033,노인복지민간단체지원,보건복지부 노인지원과,"지원대상


노인복지 및 효행관련 사업을 3년 이상 수행한 경험이 있는 단체이고, 전국적으로 사업수행이 가능한 단체로 선정된 단체를 지원합니다. 




선정기준


노인복지관련 전문가로 사업심사위원회를 구성하여 1, 2차 심사를 거쳐 선정합니다.","



노인복지관련 전문가로 사업심사위원회를 구성하여 1, 2차 심사를 거쳐 선정합니다. 





","어떤 혜택을 받을 수 있나요?




지원내용


노인복지 단체 수행사업에 대하여 국고보조금을 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부 콜센터,129,보건복지부 콜센터,http://www.129.go.kr,9,12,5,노년
WLF00000078,청소년특별지원,여성가족부 학교밖청소년지원과,"만 9세 이상부터 만 18세 이하의 청소년을 지원합니다.
※ 「초중등 교육법」제2조에 따른 학교에 재학 중인 만 18세 초과 만 24세 이하의 청소년도 포함

청소년복지 지원법 제19조 제1항에 따른 교육적 선도 대상자 중에서 비행이나 일탈행동을 예방할 필요가 있는 청소년을 지원합니다.
학교 밖 청소년 지원에 관한 법률 제2조제2호에 따른 학교 밖 청소년을 지원합니다.
보호자가 없거나, 실질적으로 보호자의 보호를 받지 못하는 청소년을 지원합니다.","


생활, 건강지원은 기준중위소득이 65% 이하인 경우에 선정합니다.
학업, 자립, 상담, 법률, 활동, 기타 지원은 기준중위소득이 72% 이하인 경우에 선정합니다.
※ 소득인정은 해당 청소년과 실제 생계나 거주를 같이하는 부모에 대한 소득
소득기준의 산정방법은 다음과 같습니다.

건강보험료 본인부담금 납부액(노인장기요양보험료 제외)을 기준으로 월평균소득 금액을 산정
건강보험료 본인부담액을 적용함이 원칙임. 단, 실제로 소득활동을 하고 있으나 피부양자로 등록된 경우에는 그 소득 활동자의 소득을 수동으로 입력(소득 증빙서류 필요)
공적자료 조회 결과가 실제 소득과 다르다고 주장하는 경우, 신청자가 건강보험공단의 자료를 수정한 후에 반영
건강보험 미가입자로서 급여명세서 등 객관적 자료가 없어 통장사본으로 소득을 확인하는 경우에는 최근 3개월간의 금액을 평균하여 산정(실제 소득이 있는 달 기준)하고 확인서 등(예: 소득신고서)을 첨부하여 증빙
매월 건강보험료가 변경되는 경우(예:군인)는 신청월 직전 1년간 납부한 건강보험료를 평균하여 산정(건강보험료 납부확인서 제출 필요)
지역건강보험에 부양자로 등록된 자가 건강보험 미가입 사업장에 취업한 경우에는 지역건강보험 납부 금액을 그대로 적용






","청소년이 일상생활을 유지하는 데 필요한 의식주 비용 등의 기초생계비와 숙식 제공 등의 서비스를 월 50만원 이내로 지원합니다.
청소년이 신체, 정신적으로 건강하게 성장하기 위해 요구되는 요양급여 비용 및 서비스를 연 200만원 이내로 다음과 같이 지원합니다.

진찰/검사
약제, 치료 재료의 지급
처치, 수술, 그 밖의 치료
예방, 재활
입원, 간호
이송 등 의료목적 달성을 위한 기타 조치사항
비급여 제외, 본인부담액 지원


청소년이 학업을 수행할 수 있도록 수업료, 학교운영비는 월 15만원 이내로 지원하고, 검정고시 준비에 필요한 학원비는 월 30만원 이내로 지원합니다.
청소년이 자립할 수 있도록 월 36만원 이내로 진로상담(적성/흥미 검사 및 상담 비용 포함)이나 지식,기술 및 기능 습득을 위한 비용,직업체험, 취업알선 및 사후지도 비용을 지원합니다.
청소년의 건강한 발달을 위한 심리 상담에 월 20만원이 지원되고, 심리 검사비는 연 25만원으로 별도 지원합니다.(청소년상담복지센터 상담지원비는 지원대상아님)
폭력이나 학대로 위기 상황에 처한 청소년에게 필요한 법률 서비스 비용(법률상담 비용과 소송 비용)을 연 350만원 이내로 지원합니다.
청소년 심의위원회가 건강한 성장을 위해 필요하다고 인정하는 청소년 활동 비용(수련 활동비, 문화 활동비, 교류 활동비, 특기 활동비 등)을 월 10만원 이내로 지원합니다.
운영위원회가 예산의 범위 안에서 필요하다고 인정한 비용(청소년이 수치심을 느낄 수 있는 외모 및 흉터 등의 교정, 교복 지원 등)을 지원합니다.","거주지 읍/면/동 주민센터,  또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’",여성가족부,02-2100-6000,여성가족부,http://www.mogef.go.kr/index.jsp,9,12,5,"청년, 아동, 청소년"
WLF00000089,다함께 돌봄 사업,보건복지부 인구정책총괄과,"돌봄이 필요한 만6~12세 아동에게 지원합니다.

소득수준 무관
이용료 수납한도액 : 아동 1인당 월 10만원 이내(프로그램 활동비, 현장학습비 등)
※ 급간식을 제공할 경우, 월 10만원 이외 별도 수익자 부담 추가 가능","


지자체(센터별) 여건에 따라 입소 우선 대상자를 선정합니다.
(다자녀 가정, 맞벌이 가정, 초등학교 저학년 가정 등)






","상시일시 돌봄, 방과후 프로그램 연계, 등하원지원, 정보제공 등 다양한 형태의 지역 맞춤형 돌봄 서비스를 제공합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부 콜센터,129,보건복지부 콜센터,http://www.129.go.kr,9,12,5,"아동, 청소년"
WLF00000751,청소년복지시설 운영 지원,여성가족부 청소년자립지원과,가출하여 생활하고 있거나 일정한 거주지가 없는 청소년을 지원합니다.,"
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","가출청소년들이 머무르며 생활을 할 수 있는 쉼터 입소를 지원합니다.
위험으로부터 청소년을 보호하고, 자립하여 생활할 수 있도록 지원합니다.
가정과 학교로 돌아갈 수 있도록 지원합니다.
청소년의 꿈과 진로모색을 위한 문화여가생활을 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’","청소년상담복지센터, 한국청소년상담복지개발원",1388(또는 지역번호 1388),"청소년상담복지센터, 한국청소년상담복지개발원",한국청소년상담복지개발원(www.kyci.or.kr),9,12,5,"청소년, 아동, 청년"
WLF00000948,학교 밖 청소년 지원,여성가족부 학교밖청소년지원과,만 9~24세의 학교 밖 청소년을 지원합니다.,"
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","전국 220개소 학교 밖 청소년지원센터에서 다음과 같은 서비스를 제공합니다.

상담지원: 초기상담 및 욕구파악, 심리진로가족관계 등 문제상담
교육지원: 검정고시 지원, 상급학교 진학 지원, 비진학 청소년 진학 지원, 재취학, 재입학 등 복학, 대안학교 진학 지원, 학업 중단 예방 지원 등
직업체험 및 취업지원: 직업체험이나 진로교육활동 또는 직접적인 경제활동 참여나 취업을 지원하는 활동 등
자립지원: 생활지원, 문화공간지원, 의료지원, 정서지원, 경제교육, 법률교육 등
건강증진 서비스 제공 등


지역에 따라 제공서비스 내용은 다를 수 있습니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",학교 밖 청소년지원센터 홈페이지,,학교 밖 청소년지원센터 홈페이지,https://www.kdream.or.kr,9,12,5,"청년, 청소년, 아동"
WLF00000969,유아학비보육료 지원(만3~5세 누리과정 지원),교육부,"국공립 및 사립유치원에 다니는 만 3~5세 유아를 지원합니다. 

'18년 1~2월생으로서 유치원 조기 입학을 희망하여 만 3세반에 취원한 유아도 지원 대상
취학대상 아동('14.1.1~12.31.출생)이 취학을 유예하는 경우, 유예한 1년에 한하여 만 5세 유아 무상교육비 지원(취학유예 통지서 제출)

아래의 경우 지원대상에서 제외됩니다. 

대한민국 국적을 가지지 않은 유아(난민은 예외적으로 인정)
가정 양육수당 및 어린이집 보육료를 지원받고 있는 유아
유치원 이용시간에 아이돌봄서비스 등과 중복지원 불가
해외체류 기간이 31일째 되는 일 유아학비 지원자격 중지","



선정기준은 지원대상의 내용을 참고해주시기 바랍니다.

","만 3~5세에 대해 교육비를 지급합니다. 

국공립 80,000원, 사립 260,000원

만 3~5세에 대해 보육비를 지급합니다. 

어린이집 260,000원

만 3~5세에 대해 방과후과정비를 지급합니다. 

국공립 50,000원, 사립 70,000원, 어린이집 70,000원","거주지 읍/면/동 주민센터, 교육청 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’",교육부,02-6222-6060,교육부,http://www.moe.go.kr,9,12,5,"청소년, 영유아"
WLF00001026,내일이룸학교 운영,여성가족부 학교밖청소년지원과,만 15세 이상 24세 미만의 학교 밖 청소년에게 지원합니다.,"
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","3월~11월(훈련기관에 따라 상이) 전문 직업훈련, 자립장려금 및 취업지원 등을 지원합니다.

예비학교: 직업훈련 시작 전 과정 안내 및 훈련생 간 친밀감 형성을 통한 훈련생의 훈련 이해도 제고 및 적응 지원
직업훈련: 학교 밖 청소년의 특성과 수요를 반영한 직종 지원
특화 프로그램: 직업훈련 외에 검정고시, 예체능 활동, 심리상담 등 훈련생의 학력취득 및 특기적성 개발 지원
기타: 자립장려금, 무료기숙사 및 학력취득 지원 등
- 월 30만원의 자립장려금 지급(월별 출석률에 비례하여 차등지급)
- 무료 기숙사 제공(기숙사 제공 여부는 훈련기관에 따라 다를 수 있음)
- 검정고시 지원을 통한 기초학력 취득, 직종 관련 자격증(기능사) 취득 및 심리상담 등","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",한국생산성본부,02-398-7632,한국생산성본부,,9,12,5,"청소년, 청년"
